"id","card_id_all","pack_code","card_id_pack","name","name_english","card_category","card_class","rarity"
"367","367","A1a","82","リーフ","","2","4","2"
"368","368","A1a","83","ミュウex","","1","","3"
"369","369","A1a","84","プテラex","","1","","3"
"370","370","A1a","85","セレビィex","","1","","3"
"371","371","A1a","86","ミュウex","","1","","4"
"372","372","A2common","1","ナゾノクサ","","1","","1"
"373","373","A2common","2","クサイハナ","","1","","1"
"374","374","A2common","3","キレイハナ","","1","","1"
"375","375","A2common","4","モンジャラ","","1","","1"
"376","376","A2common","5","モジャンボ","","1","","1"
"377","377","A2common","6","ヤンヤンマ","","1","","1"
"378","378","A2common","7","メガヤンマex","","1","","1"
"379","379","A2common","8","ロゼリア","","1","","1"
"380","380","A2common","9","ロズレイド","","1","","1"
"381","381","A2common","10","ナエトル","","1","","1"
"382","382","A2common","11","ハヤシガメ","","1","","1"
"383","383","A2common","12","ドダイトス","","1","","1"
"384","384","A2common","13","コロボーシ","","1","","1"
"385","385","A2common","14","コロトック","","1","","1"
"386","386","A2common","15","ミノムッチ","","1","","1"
"387","387","A2common","16","ミノマダム","","1","","1"
"388","388","A2common","17","ミツハニー","","1","","1"
"389","389","A2common","18","ビークイン","","1","","1"
"390","390","A2common","19","マスキッパ","","1","","1"
"391","391","A2common","20","リーフィア","","1","","1"
"392","392","A2common","21","カットロトム","","1","","1"
"393","393","A2common","22","シェイミ","","1","","1"
"394","394","A2common","23","ブーバー","","1","","1"
"395","395","A2common","24","ブーバーン","","1","","1"
"396","396","A2common","25","マグマッグ","","1","","1"
"397","397","A2common","26","マグカルゴ","","1","","1"
"398","398","A2common","27","ヒコザル","","1","","1"
"399","399","A2common","28","モウカザル","","1","","1"
"400","400","A2common","29","ゴウカザルex","","1","","1"
"401","401","A2common","30","ヒートロトム","","1","","1"
"402","402","A2common","31","ウリムー","","1","","1"
"403","403","A2common","32","イノムー","","1","","1"
"404","404","A2common","33","マンムー","","1","","1"
"405","405","A2common","34","レジアイス","","1","","1"
"406","406","A2common","35","ポッチャマ","","1","","1"
"407","407","A2common","36","ポッタイシ","","1","","1"
"408","408","A2common","37","エンペルト","","1","","1"
"409","409","A2common","38","ブイゼル","","1","","1"
"410","410","A2common","39","フローゼル","","1","","1"
"411","411","A2common","40","カラナクシ","","1","","1"
"412","412","A2common","41","トリトドン","","1","","1"
"413","413","A2common","42","ケイコウオ","","1","","1"
"414","414","A2common","43","ネオラント","","1","","1"
"415","415","A2common","44","ユキカブリ","","1","","1"
"416","416","A2common","45","ユキノオー","","1","","1"
"417","417","A2common","46","グレイシア","","1","","1"
"418","418","A2common","47","ウォッシュロトム","","1","","1"
"419","419","A2common","48","フロストロトム","","1","","1"
"420","420","A2common","49","パルキアex","","1","","1"
"421","421","A2common","50","マナフィ","","1","","1"
"422","422","A2common","51","コイル","","1","","1"
"423","423","A2common","52","レアコイル","","1","","1"
"424","424","A2common","53","ジバコイル","","1","","1"
"425","425","A2common","54","ビリリダマ","","1","","1"
"426","426","A2common","55","マルマイン","","1","","1"
"427","427","A2common","56","エレブー","","1","","1"
"428","428","A2common","57","エレキブル","","1","","1"
"429","429","A2common","58","コリンク","","1","","1"
"430","430","A2common","59","ルクシオ","","1","","1"
"431","431","A2common","60","レントラー","","1","","1"
"432","432","A2common","61","パチリスex","","1","","1"
"433","433","A2common","62","ロトム","","1","","1"
"434","434","A2common","63","トゲピー","","1","","1"
"435","435","A2common","64","トゲチック","","1","","1"
"436","436","A2common","65","トゲキッス","","1","","1"
"437","437","A2common","66","ムウマ","","1","","1"
"438","438","A2common","67","ムウマージex","","1","","1"
"439","439","A2common","68","ラルトス","","1","","1"
"440","440","A2common","69","キルリア","","1","","1"
"441","441","A2common","70","ヨマワル","","1","","1"
"442","442","A2common","71","サマヨール","","1","","1"
"443","443","A2common","72","ヨノワール","","1","","1"
"444","444","A2common","73","フワンテ","","1","","1"
"445","445","A2common","74","フワライド","","1","","1"
"446","446","A2common","75","ユクシー","","1","","1"
"447","447","A2common","76","エムリット","","1","","1"
"448","448","A2common","77","アグノム","","1","","1"
"449","449","A2common","78","ギラティナ","","1","","1"
"450","450","A2common","79","クレセリア","","1","","1"
"451","451","A2common","80","サイホーン","","1","","1"
"452","452","A2common","81","サイドン","","1","","1"
"453","453","A2common","82","ドサイドン","","1","","1"
"454","454","A2common","83","グライガー","","1","","1"
"455","455","A2common","84","グライオン","","1","","1"
"456","456","A2common","85","カポエラー","","1","","1"
"457","457","A2common","86","ノズパス","","1","","1"
"458","458","A2common","87","レジロック","","1","","1"
"459","459","A2common","88","ズガイドス","","1","","1"
"460","460","A2common","89","ラムパルド","","1","","1"
"461","461","A2common","90","ミノマダム","","1","","1"
"462","462","A2common","91","リオル","","1","","1"
"463","463","A2common","92","ルカリオ","","1","","1"
"464","464","A2common","93","ヒポポタス","","1","","1"
"465","465","A2common","94","カバルドン","","1","","1"
"466","466","A2common","95","エルレイドex","","1","","1"
"467","467","A2common","96","ヤミカラス","","1","","1"
"468","468","A2common","97","ドンカラス","","1","","1"
"469","469","A2common","98","ニューラ","","1","","1"
"470","470","A2common","99","マニューラex","","1","","1"
"471","471","A2common","100","ポチエナ","","1","","1"
"472","472","A2common","101","グラエナ","","1","","1"
"473","473","A2common","102","スカンプー","","1","","1"
"474","474","A2common","103","スカタンク","","1","","1"
"475","475","A2common","104","ミカルゲ","","1","","1"
"476","476","A2common","105","スコルピ","","1","","1"
"477","477","A2common","106","ドラピオン","","1","","1"
"478","478","A2common","107","グレッグル","","1","","1"
"479","479","A2common","108","ドクロッグ","","1","","1"
"480","480","A2common","109","ダークライ","","1","","1"
"481","481","A2common","110","ダークライex","","1","","1"
"482","482","A2common","111","レジスチル","","1","","1"
"483","483","A2common","112","エアームド","","1","","1"
"484","484","A2common","113","タテトプス","","1","","1"
"485","485","A2common","114","トリデプス","","1","","1"
"486","486","A2common","115","ミノマダム","","1","","1"
"487","487","A2common","116","ドーミラー","","1","","1"
"488","488","A2common","117","ドータクン","","1","","1"
"489","489","A2common","118","ダイノーズ","","1","","1"
"490","490","A2common","119","ディアルガex","","1","","1"
"491","491","A2common","120","ヒードラン","","1","","1"
"492","492","A2common","121","フカマル","","1","","1"
"493","493","A2common","122","ガバイト","","1","","1"
"494","494","A2common","123","ガブリアス","","1","","1"
"495","495","A2common","124","ベロリンガ","","1","","1"
"496","496","A2common","125","ベロベルトex","","1","","1"
"497","497","A2common","126","イーブイ","","1","","1"
"498","498","A2common","127","ポリゴン","","1","","1"
"499","499","A2common","128","ポリゴン2","","1","","1"
"500","500","A2common","129","ポリゴンZ","","1","","1"
"501","501","A2common","130","エイパム","","1","","1"
"502","502","A2common","131","エテボース","","1","","1"
"503","503","A2common","132","ムックル","","1","","1"
"504","504","A2common","133","ムクバード","","1","","1"
"505","505","A2common","134","ムクホーク","","1","","1"
"506","506","A2common","135","ビッパ","","1","","1"
"507","507","A2common","136","ビーダル","","1","","1"
"508","508","A2common","137","ミミロル","","1","","1"
"509","509","A2common","138","ミミロップ","","1","","1"
"510","510","A2common","139","ニャルマー","","1","","1"
"511","511","A2common","140","ブニャット","","1","","1"
"512","512","A2common","141","ペラップ","","1","","1"
"513","513","A2common","142","スピンロトム","","1","","1"
"514","514","A2common","143","レジギガス","","1","","1"
"515","515","A2common","144","ずがいの化石","","2","6","1"
"516","516","A2common","145","たての化石","","2","6","1"
"517","517","A2common","146","ポケモン通信","","2","5","1"
"518","518","A2common","147","大きなマント","","2","5","1"
"519","519","A2common","148","ゴツゴツメット","","2","5","1"
"520","520","A2common","149","ラムのみ","","2","5","1"
"521","521","A2common","150","アカギ","","2","4","1"
"522","522","A2common","151","ギンガ団のしたっぱ","","2","4","1"
"523","523","A2common","152","シロナ","","2","4","1"
"524","524","A2common","153","デンジ","","2","4","1"
"525","525","A2common","154","ヒカリ","","2","4","1"
"526","526","A2common","155","マーズ","","2","4","1"
"527","527","A2common","156","モジャンボ","","1","","2"
"528","528","A2common","157","ミツハニー","","1","","2"
"529","529","A2common","158","マスキッパ","","1","","2"
"530","530","A2common","159","シェイミ","","1","","2"
"531","531","A2common","160","マンムー","","1","","2"
"532","532","A2common","161","トリトドン","","1","","2"
"533","533","A2common","162","マナフィ","","1","","2"
"534","534","A2common","163","コリンク","","1","","2"
"535","535","A2common","164","ロトム","","1","","2"
"536","536","A2common","165","フワンテ","","1","","2"
"537","537","A2common","166","エムリット","","1","","2"
"538","538","A2common","167","ギラティナ","","1","","2"
"539","539","A2common","168","クレセリア","","1","","2"
"540","540","A2common","169","ドサイドン","","1","","2"
"541","541","A2common","170","ルカリオ","","1","","2"
"542","542","A2common","171","ヒポポタス","","1","","2"
"543","543","A2common","172","ミカルゲ","","1","","2"
"544","544","A2common","173","グレッグル","","1","","2"
"545","545","A2common","174","ヒードラン","","1","","2"
"546","546","A2common","175","ガブリアス","","1","","2"
"547","547","A2common","176","ムクホーク","","1","","2"
"548","548","A2common","177","ビッパ","","1","","2"
"549","549","A2common","178","ニャルマー","","1","","2"
"550","550","A2common","179","レジギガス","","1","","2"
"551","551","A2common","180","メガヤンマex","","1","","2"
"552","552","A2common","181","ゴウカザルex","","1","","2"
"553","553","A2common","182","パルキアex","","1","","2"
"554","554","A2common","183","パチリスex","","1","","2"
"555","555","A2common","184","ムウマージex","","1","","2"
"556","556","A2common","185","エルレイドex","","1","","2"
"557","557","A2common","186","マニューラex","","1","","2"
"558","558","A2common","187","ダークライex","","1","","2"
"559","559","A2common","188","ディアルガex","","1","","2"
"560","560","A2common","189","ベロベルトex","","1","","2"
"561","561","A2common","190","アカギ","","2","4","2"
"562","562","A2common","191","ギンガ団のしたっぱ","","2","4","2"
"563","563","A2common","192","シロナ","","2","4","2"
"564","564","A2common","193","デンジ","","2","4","2"
"565","565","A2common","194","ヒカリ","","2","4","2"
"566","566","A2common","195","マーズ","","2","4","2"
"567","567","A2common","196","メガヤンマex","","1","","3"
"568","568","A2common","197","ゴウカザルex","","1","","3"
